id,address
130222,河北省丰南县
130223,河北省滦县
130224,河北省滦南县
130225,河北省乐亭县
130226,河北省迁安县
130227,河北省迁西县
130228,河北省遵化县
130229,河北省玉田县
130230,河北省唐海县
130281,河北省遵化市
130282,河北省丰南市
130283,河北省迁安市
130300,河北省秦皇岛市
130301,河北省秦皇岛市市辖区
130302,河北省秦皇岛市海港区
130303,河北省秦皇岛市山海关区
130304,河北省秦皇岛市北戴河区
130321,河北省青龙满族自治县
130322,河北省昌黎县
130323,河北省抚宁县
130324,河北省卢龙县
130400,河北省邯郸市
130401,河北省邯郸市市辖区
130402,河北省邯郸市邯山区
130403,河北省邯郸市丛台区
130404,河北省邯郸市复兴区
130406,河北省邯郸市峰峰矿区
130421,河北省邯郸县
130422,河北省武安县
130423,河北省临漳县
130424,河北省成安县
130425,河北省大名县
130426,河北省涉县
130427,河北省磁县
130428,河北省肥乡县
130429,河北省永年县
130430,河北省邱县
130431,河北省鸡泽县
130432,河北省广平县
130433,河北省馆陶县
130434,河北省魏县
130435,河北省曲周县
130481,河北省武安市
130500,河北省邢台市
130501,河北省邢台市市辖区
130502,河北省邢台市桥东区
130503,河北省邢台市桥西区
130504,河北省邢台市郊区
130521,河北省邢台县
130522,河北省临城县
130523,河北省内丘县
130524,河北省柏乡县
130525,河北省隆尧县
130526,河北省任县
130527,河北省南和县
130528,河北省宁晋县
130529,河北省巨鹿县
130530,河北省新河县
130531,河北省广宗县
130532,河北省平乡县
130533,河北省威县
130534,河北省清河县
130535,河北省临西县
130581,河北省南宫市
130582,河北省沙河市
130600,河北省保定市
130601,河北省保定市市辖区
130602,河北省保定市新市区
130603,河北省保定市北市区
130604,河北省保定市南市区
130605,河北省保定市郊区
130621,河北省满城县
130622,河北省清苑县
130623,河北省涞水县
130624,河北省阜平县
130625,河北省徐水县
130626,河北省定兴县
130627,河北省唐县
130628,河北省高阳县
130629,河北省容城县
130630,河北省涞源县
130631,河北省望都县
130632,河北省安新县
130633,河北省易县
130634,河北省曲阳县
130635,河北省蠡县
130636,河北省顺平县
130637,河北省博野县
130638,河北省雄县
130681,河北省涿州市
130682,河北省定州市
130683,河北省安国市
130684,河北省高碑店市
130700,河北省张家口市
130701,河北省张家口市市辖区
130702,河北省张家口市桥东区
130703,河北省张家口市桥西区
130704,河北省张家口市茶坊区
130705,河北省张家口市宣化区
130706,河北省张家口市下花园区
130707,河北省张家口市庞家堡区
130721,河北省宣化县
130722,河北省张北县
130723,河北省康保县
130724,河北省沽源县
130725,河北省尚义县
130726,河北省蔚县
130727,河北省阳原县
130728,河北省怀安县
130729,河北省万全县
130730,河北省怀来县
130731,河北省涿鹿县
130732,河北省赤城县
130733,河北省崇礼县
130800,河北省承德市
130801,河北省承德市市辖区
130802,河北省承德市双桥区
130803,河北省承德市双滦区
130804,河北省承德市鹰手营子矿区
130821,河北省承德县
130822,河北省兴隆县
130823,河北省平泉县
130824,河北省滦平县
130825,河北省隆化县
130826,河北省丰宁满族自治县
130827,河北省宽城满族自治县
130828,河北省围场满族蒙古族自治县
130900,河北省沧州市
130901,河北省沧州市市辖区
130902,河北省沧州市新华区
130903,河北省沧州市运河区
130904,河北省沧州市郊区
130921,河北省沧县
130922,河北省青县
130923,河北省东光县
130924,河北省海兴县
130925,河北省盐山县
130926,河北省肃宁县
130927,河北省南皮县
130928,河北省吴桥县
130929,河北省献县
130930,河北省孟村回族自治县
130981,河北省泊头市
130982,河北省任丘市
130983,河北省黄骅市
130984,河北省河间市
131000,河北省廊坊市
131001,河北省廊坊市市辖区
131002,河北省廊坊市安次区
131003,河北省廊坊市广阳区
131021,河北省三河县
131022,河北省固安县
131023,河北省永清县
131024,河北省香河县
131025,河北省大城县
131026,河北省文安县
131027,河北省霸县
131028,河北省大厂回族自治县
131081,河北省霸州市
131082,河北省三河市
131100,河北省衡水市
131101,河北省衡水市市辖区
131102,河北省衡水市桃城区
131121,河北省枣强县
131122,河北省武邑县
131123,河北省武强县
131124,河北省饶阳县
131125,河北省安平县
131126,河北省故城县
131127,河北省景县
131128,河北省阜城县
131181,河北省冀州市
131182,河北省深州市
132100,河北省邯郸地区
132101,河北省邯郸市
132121,河北省大名县
132122,河北省魏县
132123,河北省曲周县
132124,河北省丘县
132125,河北省鸡泽县
132126,河北省肥乡县
132127,河北省广平县
132128,河北省成安县
132129,河北省临漳县
132130,河北省磁县
132131,河北省武安县
132132,河北省涉县
132133,河北省永年县
132134,河北省邯郸县
132135,河北省馆陶县
132200,河北省邢台地区
132201,河北省南宫市
132202,河北省沙河市
132221,河北省邢台县
132222,河北省沙河县
132223,河北省临城县
132224,河北省内丘县
132225,河北省柏乡县
132226,河北省隆尧县
132227,河北省任县
132228,河北省南和县
132229,河北省宁晋县
132230,河北省南宫县
132231,河北省巨鹿县
132232,河北省新河县
132233,河北省广宗县
132234,河北省平乡县
132235,河北省威县
132236,河北省清河县
132237,河北省临西县
132300,河北省石家庄地区
132301,河北省辛集市
132302,河北省藁城市
132321,河北省束鹿县
132322,河北省晋县
132323,河北省深泽县
132324,河北省无极县
132325,河北省藁城县
132326,河北省赵县
132327,河北省栾城县
132328,河北省正定县
132329,河北省新乐县
132330,河北省高邑县
132331,河北省元氏县
132332,河北省赞皇县
132333,河北省井陉县
132334,河北省获鹿县
132335,河北省平山县
132336,河北省灵寿县
132337,河北省行唐县
132400,河北省保定地区
132401,河北省定州市
132402,河北省涿州市
132403,河北省安国市
132404,河北省高碑店市
132421,河北省易县
132422,河北省满城县
132423,河北省徐水县
132424,河北省涞源县
132425,河北省定兴县
132426,河北省顺平县
132427,河北省唐县
132428,河北省望都县
132429,河北省涞水县
132430,河北省涿县
132431,河北省清苑县
132432,河北省高阳县
132433,河北省安新县
132434,河北省雄县
132435,河北省容城县
132436,河北省新城县
132437,河北省曲阳县
132438,河北省阜平县
132439,河北省定县
132440,河北省安国县
132441,河北省博野县
132442,河北省蠡县
132500,河北省张家口地区
132501,河北省张家口市
132521,河北省张北县
132522,河北省康保县
132523,河北省沽源县
132524,河北省尚义县
132525,河北省蔚县
132526,河北省阳原县
132527,河北省怀安县
132528,河北省万全县
132529,河北省怀来县
132530,河北省涿鹿县
132531,河北省宣化县
132532,河北省赤城县
132533,河北省崇礼县
132600,河北省承德地区
132601,河北省承德市
132621,河北省青龙县
132622,河北省宽城县
132623,河北省兴隆县
132624,河北省平泉县
132625,河北省承德县
132626,河北省滦平县
132627,河北省丰宁县
132628,河北省隆化县
132629,河北省围场县
132701,河北省秦皇岛市
132721,河北省丰润县
132722,河北省丰南县
132723,河北省滦县
132724,河北省滦南县
132725,河北省乐亭县
132726,河北省昌黎县
132727,河北省抚宁县
132728,河北省卢龙县
132729,河北省迁安县
132730,河北省迁西县
132731,河北省遵化县
132732,河北省玉田县
132800,河北省廊坊地区
132801,河北省廊坊市
132821,河北省三河县
132822,河北省大厂回族自治县
132823,河北省香河县
132824,河北省安次县
132825,河北省永清县
132826,河北省固安县
132827,河北省霸县
132828,河北省文安县
132829,河北省大城县
132900,河北省沧州地区
132901,河北省沧州市
132902,河北省泊头市
132903,河北省任丘市
132904,河北省黄骅市
132905,河北省河间市
132921,河北省沧县
132922,河北省河间县
132923,河北省肃宁县
132924,河北省献县
132925,河北省交河县
132926,河北省吴桥县
132927,河北省东光县
132928,河北省南皮县
132929,河北省盐山县
132930,河北省黄骅县
132931,河北省孟村回族自治县
132932,河北省青县
132933,河北省任丘县
132934,河北省海兴县
133000,河北省衡水地区
133001,河北省衡水市
133002,河北省冀州市
133021,河北省衡水县
133022,河北省冀县
133023,河北省枣强县
133024,河北省武邑县
133025,河北省深县
133026,河北省武强县
133027,河北省饶阳县
133028,河北省安平县
133029,河北省故城县
133030,河北省景县
133031,河北省阜城县
139000,河北省省直辖单位
139001,河北省武安市
140000,山西省
140100,山西省太原市
140101,山西省太原市市辖区
140102,山西省太原市南城区
140103,山西省太原市北城区
140104,山西省太原市河西区
140105,山西省太原市小店区
140106,山西省太原市迎泽区
140107,山西省太原市杏花岭区
140108,山西省太原市尖草坪区
140109,山西省太原市万柏林区
140110,山西省太原市晋源区
140111,山西省太原市古交工矿区
140112,山西省太原市南郊区
140113,山西省太原市北郊区
140120,山西省太原市区
140121,山西省清徐县
140122,山西省阳曲县
140123,山西省娄烦县
140181,山西省古交市
140200,山西省大同市
140201,山西省大同市市辖区
140202,山西省大同市城区
140203,山西省大同市矿区
140211,山西省大同市南郊区
140212,山西省大同市新荣区
140221,山西省阳高县
140222,山西省天镇县
140223,山西省广灵县
140224,山西省灵丘县
140225,山西省浑源县
140226,山西省左云县
140227,山西省大同县
140300,山西省阳泉市
140301,山西省阳泉市市辖区
140302,山西省阳泉市城区
140303,山西省阳泉市矿区
140311,山西省阳泉市郊区
140321,山西省平定县
140322,山西省盂县
140400,山西省长治市
140401,山西省长治市市辖区
140402,山西省长治市城区
140411,山西省长治市郊区
140421,山西省长治县
140422,山西省潞城县
140423,山西省襄垣县
140424,山西省屯留县
140425,山西省平顺县
140426,山西省黎城县
140427,山西省壶关县
140428,山西省长子县
140429,山西省武乡县
140430,山西省沁县
140431,山西省沁源县
140481,山西省潞城市
140500,山西省晋城市
140501,山西省晋城市市辖区
140502,山西省晋城市城区
140511,山西省晋城市郊区
140521,山西省沁水县
140522,山西省阳城县
140523,山西省高平县
140524,山西省陵川县
140525,山西省泽州县
140581,山西省高平市
140600,山西省朔州市
140601,山西省朔州市市辖区
140602,山西省朔州市朔城区
140603,山西省朔州市平鲁区
140621,山西省山阴县
140622,山西省应县
140623,山西省右玉县
140624,山西省怀仁县
140700,山西省晋中市
140701,山西省晋中市市辖区
140702,山西省晋中市榆次区
140721,山西省榆社县
140722,山西省左权县
140723,山西省和顺县
140724,山西省昔阳县
140725,山西省寿阳县
140726,山西省太谷县
140727,山西省祁县
140728,山西省平遥县
140729,山西省灵石县
140781,山西省介休市
140800,山西省运城市
140801,山西省运城市市辖区
140802,山西省运城市盐湖区
140821,山西省临猗县
140822,山西省万荣县
140823,山西省闻喜县
140824,山西省稷山县
140825,山西省新绛县
140826,山西省绛县
140827,山西省垣曲县
140828,山西省夏县
140829,山西省平陆县
140830,山西省芮城县
140881,山西省永济市
140882,山西省河津市
140900,山西省忻州市
140901,山西省忻州市市辖区
140902,山西省忻州市忻府区
140921,山西省定襄县
140922,山西省五台县
140923,山西省代县
140924,山西省繁峙县
140925,山西省宁武县
140926,山西省静乐县
140927,山西省神池县
140928,山西省五寨县
140929,山西省岢岚县
140930,山西省河曲县
140931,山西省保德县
140932,山西省偏关县
140981,山西省原平市
141000,山西省临汾市
141001,山西省临汾市市辖区
141002,山西省临汾市尧都区
141021,山西省曲沃县
141022,山西省翼城县
141023,山西省襄汾县
141024,山西省洪洞县
141025,山西省古县
141026,山西省安泽县
141027,山西省浮山县
141028,山西省吉县
141029,山西省乡宁县
141030,山西省大宁县
141031,山西省隰县
141032,山西省永和县
141033,山西省蒲县
141034,山西省汾西县
141081,山西省侯马市
141082,山西省霍州市
141100,山西省吕梁市
141101,山西省吕梁市市辖区
141102,山西省吕梁市离石区
141121,山西省文水县
141122,山西省交城县
141123,山西省兴县
141124,山西省临县
141125,山西省柳林县
141126,山西省石楼县
141127,山西省岚县
141128,山西省方山县
141129,山西省中阳县
141130,山西省交口县
141181,山西省孝义市
141182,山西省汾阳市
142100,山西省雁北地区
142121,山西省阳高县
142122,山西省天镇县
142123,山西省广灵县
142124,山西省灵丘县
142125,山西省浑源县
142126,山西省应县
142127,山西省山阴县
142128,山西省朔县
142129,山西省平鲁县
142130,山西省左云县
142131,山西省右玉县
142132,山西省大同县
142133,山西省怀仁县
142200,山西省忻州地区
142201,山西省忻州市
142202,山西省原平市
142221,山西省忻县
142222,山西省定襄县
142223,山西省五台县
142224,山西省原平县
142225,山西省代县
142226,山西省繁峙县
142227,山西省宁武县
142228,山西省静乐县
142229,山西省神池县
142230,山西省五寨县
142231,山西省岢岚县
142232,山西省河曲县
142233,山西省保德县
142234,山西省偏关县
142300,山西省吕梁地区
142301,山西省孝义市
142302,山西省离石市
142303,山西省汾阳市
142321,山西省汾阳县
142322,山西省文水县
142323,山西省交城县
142324,山西省孝义县
142325,山西省兴县
142326,山西省临县
142327,山西省柳林县
142328,山西省石楼县
142329,山西省岚县
142330,山西省方山县
142331,山西省离石县
142332,山西省中阳县
142333,山西省交口县
142400,山西省晋中地区
142401,山西省榆次市
142402,山西省介休市
142421,山西省榆社县
142422,山西省左权县
142423,山西省和顺县
142424,山西省昔阳县
142425,山西省平定县
142426,山西省盂县
142427,山西省寿阳县
142428,山西省榆次县
142429,山西省太谷县
142430,山西省祁县
142431,山西省平遥县
142432,山西省介休县
142433,山西省灵石县
142500,山西省晋东南地区
142501,山西省晋城市
142521,山西省长治县
142522,山西省潞城县
142523,山西省屯留县
142524,山西省长子县
142525,山西省沁水县
142526,山西省阳城县
142527,山西省晋城县
142528,山西省高平县
142529,山西省陵川县
142530,山西省壶关县
142531,山西省平顺县
142532,山西省黎城县
142533,山西省武乡县
142534,山西省襄垣县
142535,山西省沁县
142536,山西省沁源县
142600,山西省临汾地区
142601,山西省临汾市
142602,山西省侯马市
142603,山西省霍州市
142621,山西省曲沃县
142622,山西省翼城县
142623,山西省襄汾县
142624,山西省临汾县
142625,山西省洪洞县
142626,山西省霍县
142627,山西省古县
142628,山西省安泽县
142629,山西省浮山县
142630,山西省吉县
142631,山西省乡宁县
142632,山西省蒲县
142633,山西省大宁县
142634,山西省永和县
142635,山西省隰县
142636,山西省汾西县
142700,山西省运城地区
142701,山西省运城市
142702,山西省永济市
142703,山西省河津市
142721,山西省运城县
142722,山西省永济县
142723,山西省芮城县
142724,山西省临猗县
142725,山西省万荣县
142726,山西省新绛县
142727,山西省稷山县
142728,山西省河津县
142729,山西省闻喜县
142730,山西省夏县
142731,山西省绛县
142732,山西省平陆县
142733,山西省垣曲县
149000,山西省省直辖单位
149001,山西省古交市
150000,内蒙古自治区
150100,内蒙古自治区呼和浩特市
150101,内蒙古自治区呼和浩特市市辖区
150102,内蒙古自治区呼和浩特市新城区
150103,内蒙古自治区呼和浩特市回民区
150104,内蒙古自治区呼和浩特市玉泉区
150105,内蒙古自治区呼和浩特市赛罕区
150120,内蒙古自治区呼和浩特市区
150121,内蒙古自治区土默特左旗
150122,内蒙古自治区托克托县
150123,内蒙古自治区和林格尔县
150124,内蒙古自治区清水河县
150125,内蒙古自治区武川县
150200,内蒙古自治区包头市
150201,内蒙古自治区包头市市辖区
150202,内蒙古自治区包头市东河区
150203,内蒙古自治区包头市昆都仑区
150204,内蒙古自治区包头市青山区
150205,内蒙古自治区包头市石拐区
150206,内蒙古自治区包头市白云矿区
150207,内蒙古自治区包头市九原区
150220,内蒙古自治区包头市区
150221,内蒙古自治区土默特右旗
150222,内蒙古自治区固阳县
150223,内蒙古自治区达尔罕茂明安联合旗
150300,内蒙古自治区乌海市
150301,内蒙古自治区乌海市市辖区
150302,内蒙古自治区乌海市海勃湾区
150303,内蒙古自治区乌海市海南区
150304,内蒙古自治区乌海市乌达区
150400,内蒙古自治区赤峰市
150401,内蒙古自治区赤峰市市辖区
150402,内蒙古自治区赤峰市红山区
150403,内蒙古自治区赤峰市元宝山区
150404,内蒙古自治区赤峰市松山区
150421,内蒙古自治区阿鲁科尔沁旗
150422,内蒙古自治区巴林左旗
150423,内蒙古自治区巴林右旗
150424,内蒙古自治区林西县
150425,内蒙古自治区克什克腾旗
150426,内蒙古自治区翁牛特旗
150428,内蒙古自治区喀喇沁旗
150429,内蒙古自治区宁城县
150430,内蒙古自治区敖汉旗
150500,内蒙古自治区通辽市
150501,内蒙古自治区通辽市市辖区
150502,内蒙古自治区通辽市科尔沁区
150521,内蒙古自治区科尔沁左翼中旗
150522,内蒙古自治区科尔沁左翼后旗
150523,内蒙古自治区开鲁县
150524,内蒙古自治区库伦旗
150525,内蒙古自治区奈曼旗
150526,内蒙古自治区扎鲁特旗
150581,内蒙古自治区霍林郭勒市
150600,内蒙古自治区鄂尔多斯市
150602,内蒙古自治区鄂尔多斯市东胜区
150621,内蒙古自治区达拉特旗
150622,内蒙古自治区准格尔旗
150623,内蒙古自治区鄂托克前旗
150624,内蒙古自治区鄂托克旗
150625,内蒙古自治区杭锦旗
150626,内蒙古自治区乌审旗
150627,内蒙古自治区伊金霍洛旗
150700,内蒙古自治区呼伦贝尔市
150701,内蒙古自治区呼伦贝尔市市辖区
150702,内蒙古自治区呼伦贝尔市海拉尔区
150721,内蒙古自治区阿荣旗
150722,内蒙古自治区莫力达瓦达斡尔族自治旗
150723,内蒙古自治区鄂伦春自治旗
150724,内蒙古自治区鄂温克族自治旗
150725,内蒙古自治区陈巴尔虎旗
150726,内蒙古自治区新巴尔虎左旗
150727,内蒙古自治区新巴尔虎右旗
150781,内蒙古自治区满洲里市
150782,内蒙古自治区牙克石市
150783,内蒙古自治区扎兰屯市
150784,内蒙古自治区额尔古纳市
150785,内蒙古自治区根河市
150800,内蒙古自治区巴彦淖尔市
150801,内蒙古自治区巴彦淖尔市市辖区
150802,内蒙古自治区巴彦淖尔市临河区
150821,内蒙古自治区五原县
150822,内蒙古自治区磴口县
150823,内蒙古自治区乌拉特前旗
150824,内蒙古自治区乌拉特中旗
150825,内蒙古自治区乌拉特后旗
150826,内蒙古自治区杭锦后旗
150900,内蒙古自治区乌兰察布市
150901,内蒙古自治区乌兰察布市市辖区
150902,内蒙古自治区乌兰察布市集宁区
150921,内蒙古自治区卓资县
150922,内蒙古自治区化德县
150923,内蒙古自治区商都县
150924,内蒙古自治区兴和县
150925,内蒙古自治区凉城县
150926,内蒙古自治区察哈尔右翼前旗
150927,内蒙古自治区察哈尔右翼中旗
150928,内蒙古自治区察哈尔右翼后旗
150929,内蒙古自治区四子王旗
150981,内蒙古自治区丰镇市
152100,内蒙古自治区呼伦贝尔盟
152101,内蒙古自治区海拉尔市
152102,内蒙古自治区满洲里市
152103,内蒙古自治区扎兰屯市
152104,内蒙古自治区牙克石市
152105,内蒙古自治区根河市
152106,内蒙古自治区额尔古纳市
152121,内蒙古自治区布特哈旗
152122,内蒙古自治区阿荣旗
152123,内蒙古自治区莫力达瓦达斡尔族自治旗
152124,内蒙古自治区喜桂图旗
152125,内蒙古自治区额尔古纳右旗
152126,内蒙古自治区额尔古纳左旗
152127,内蒙古自治区鄂伦春自治旗
152128,内蒙古自治区鄂温克族自治旗
152129,内蒙古自治区新巴尔虎右旗
152130,内蒙古自治区新巴尔虎左旗
152131,内蒙古自治区陈巴尔虎旗
152200,内蒙古自治区兴安盟
152201,内蒙古自治区乌兰浩特市
152202,内蒙古自治区阿尔山市
152221,内蒙古自治区科尔沁右翼前旗
152222,内蒙古自治区科尔沁右翼中旗
152223,内蒙古自治区扎赉特旗
152224,内蒙古自治区突泉县
152300,内蒙古自治区哲里木盟
152301,内蒙古自治区通辽市
152302,内蒙古自治区霍林郭勒市
152321,内蒙古自治区通辽县
152322,内蒙古自治区科尔沁左翼中旗
152323,内蒙古自治区科尔沁左翼后旗
152324,内蒙古自治区开鲁县
152325,内蒙古自治区库伦旗
152326,内蒙古自治区奈曼旗
152327,内蒙古自治区扎鲁特旗
152400,内蒙古自治区昭乌达盟
152401,内蒙古自治区赤峰市
152421,内蒙古自治区阿鲁科尔沁旗
152422,内蒙古自治区巴林左旗
152423,内蒙古自治区巴林右旗
152424,内蒙古自治区林西县
152425,内蒙古自治区克什克腾旗
152426,内蒙古自治区翁牛特旗
152427,内蒙古自治区赤峰县
152428,内蒙古自治区喀喇沁旗
152429,内蒙古自治区宁城县
152430,内蒙古自治区敖汉旗
152500,内蒙古自治区锡林郭勒盟
152501,内蒙古自治区二连浩特市
152502,内蒙古自治区锡林浩特市
152521,内蒙古自治区阿巴哈纳尔旗
152522,内蒙古自治区阿巴嘎旗
152523,内蒙古自治区苏尼特左旗
152524,内蒙古自治区苏尼特右旗
152525,内蒙古自治区东乌珠穆沁旗
152526,内蒙古自治区西乌珠穆沁旗
152527,内蒙古自治区太仆寺旗
152528,内蒙古自治区镶黄旗
152529,内蒙古自治区正镶白旗
152530,内蒙古自治区正蓝旗
152531,内蒙古自治区多伦县
152600,内蒙古自治区乌兰察布盟
152601,内蒙古自治区集宁市
152602,内蒙古自治区丰镇市
152621,内蒙古自治区武川县
152622,内蒙古自治区和林格尔县
152623,内蒙古自治区清水河县
152624,内蒙古自治区卓资县
152625,内蒙古自治区化德县
152626,内蒙古自治区商都县
152627,内蒙古自治区兴和县
152628,内蒙古自治区丰镇县
152629,内蒙古自治区凉城县
152630,内蒙古自治区察哈尔右翼前旗
152631,内蒙古自治区察哈尔右翼中旗
152632,内蒙古自治区察哈尔右翼后旗
152634,内蒙古自治区四子王旗
152700,内蒙古自治区伊克昭盟
152701,内蒙古自治区东胜市
152721,内蒙古自治区东胜县
152722,内蒙古自治区达拉特旗
152723,内蒙古自治区准格尔旗
152724,内蒙古自治区鄂托克前旗
152725,内蒙古自治区鄂托克旗
152726,内蒙古自治区杭锦旗
152727,内蒙古自治区乌审旗
152728,内蒙古自治区伊金霍洛旗
152800,内蒙古自治区巴彦淖尔盟
152801,内蒙古自治区临河市
152821,内蒙古自治区临河县
152822,内蒙古自治区五原县
152823,内蒙古自治区磴口县
152824,内蒙古自治区乌拉特前旗
152825,内蒙古自治区乌拉特中旗
152826,内蒙古自治区乌拉特后旗
152827,内蒙古自治区杭锦后旗
152900,内蒙古自治区阿拉善盟
152921,内蒙古自治区阿拉善左旗
152922,内蒙古自治区阿拉善右旗
152923,内蒙古自治区额济纳旗
210000,辽宁省
210100,辽宁省沈阳市
210101,辽宁省沈阳市市辖区
210102,辽宁省沈阳市和平区
210103,辽宁省沈阳市沈河区
210104,辽宁省沈阳市大东区
210105,辽宁省沈阳市皇姑区
210106,辽宁省沈阳市铁西区
210111,辽宁省沈阳市苏家屯区
210112,辽宁省沈阳市东陵区
210113,辽宁省沈阳市新城子区
210114,辽宁省沈阳市于洪区
210120,辽宁省沈阳市区
210121,辽宁省新民县
210122,辽宁省辽中县
210123,辽宁省康平县
210124,辽宁省法库县
210181,辽宁省新民市
210200,辽宁省大连市
210201,辽宁省大连市市辖区
210202,辽宁省大连市中山区
210203,辽宁省大连市西岗区
210204,辽宁省大连市沙河口区
210211,辽宁省大连市甘井子区
210212,辽宁省大连市旅顺口区
210213,辽宁省大连市金州区
210219,辽宁省瓦房店市
210220,辽宁省大连市区
210221,辽宁省金县
210222,辽宁省新金县
210223,辽宁省复县
210224,辽宁省长海县
210225,辽宁省庄河县
210281,辽宁省瓦房店市
210282,辽宁省普兰店市
210283,辽宁省庄河市
210300,辽宁省鞍山市
210301,辽宁省鞍山市市辖区
210302,辽宁省鞍山市铁东区
210303,辽宁省鞍山市铁西区
210304,辽宁省鞍山市立山区
210311,辽宁省鞍山市千山区
210319,辽宁省海城市
210320,辽宁省鞍山市区
210321,辽宁省台安县
210322,辽宁省海城县
210323,辽宁省岫岩满族自治县
210381,辽宁省海城市
210400,辽宁省抚顺市
210401,辽宁省抚顺市市辖区
210402,辽宁省抚顺市新抚区
210403,辽宁省抚顺市东洲区
210404,辽宁省抚顺市望花区
210411,辽宁省抚顺市顺城区
210420,辽宁省抚顺市区
210421,辽宁省抚顺县
210422,辽宁省新宾满族自治县
210423,辽宁省清原满族自治县
210500,辽宁省本溪市
210501,辽宁省本溪市市辖区
210502,辽宁省本溪市平山区
210503,辽宁省本溪市溪湖区
210504,辽宁省本溪市明山区
210505,辽宁省本溪市南芬区
210511,辽宁省本溪市南芬区
210520,辽宁省本溪市区
210521,辽宁省本溪满族自治县
210522,辽宁省桓仁满族自治县
210600,辽宁省丹东市
210601,辽宁省丹东市市辖区
210602,辽宁省丹东市元宝区
210603,辽宁省丹东市振兴区
210604,辽宁省丹东市振安区
210620,辽宁省丹东市区
210621,辽宁省凤城满族自治县
210622,辽宁省岫岩满族自治县
210623,辽宁省东沟县
210624,辽宁省宽甸满族自治县
210681,辽宁省东港市
210682,辽宁省凤城市
210700,辽宁省锦州市
210701,辽宁省锦州市市辖区
210702,辽宁省锦州市古塔区
210703,辽宁省锦州市凌河区
210704,辽宁省锦州市南票区
210705,辽宁省锦州市葫芦岛区
210711,辽宁省锦州市太和区
210719,辽宁省锦西市
210720,辽宁省锦州市区
210721,辽宁省锦西县
210722,辽宁省兴城县
210723,辽宁省绥中县
210724,辽宁省锦县
210725,辽宁省北镇满族自治县
210726,辽宁省黑山县
210727,辽宁省义县
210781,辽宁省凌海市
210782,辽宁省北宁市
210800,辽宁省营口市
210801,辽宁省营口市市辖区
210802,辽宁省营口市站前区
210803,辽宁省营口市西市区
210804,辽宁省营口市鲅鱼圈区
210811,辽宁省营口市老边区
210812,辽宁省营口市鲅鱼圈区
210820,辽宁省营口市区
210821,辽宁省营口县
210822,辽宁省盘山县
210823,辽宁省大洼县
210824,辽宁省盖县
210881,辽宁省盖州市
210882,辽宁省大石桥市
210900,辽宁省阜新市
210901,辽宁省阜新市市辖区
210902,辽宁省阜新市海州区
210903,辽宁省阜新市新邱区
210904,辽宁省阜新市太平区
210905,辽宁省阜新市清河门区
210911,辽宁省阜新市细河区
210920,辽宁省阜新市区
210921,辽宁省阜新蒙古族自治县
210922,辽宁省彰武县
211000,辽宁省辽阳市
211001,辽宁省辽阳市市辖区
211002,辽宁省辽阳市白塔区
211003,辽宁省辽阳市文圣区
211004,辽宁省辽阳市宏伟区
211005,辽宁省辽阳市弓长岭区
211011,辽宁省辽阳市太子河区
211020,辽宁省辽阳市区
211021,辽宁省辽阳县
211022,辽宁省灯塔县
211081,辽宁省灯塔市
211100,辽宁省盘锦市
211101,辽宁省盘锦市市辖区
211102,辽宁省盘锦市双台子区
211103,辽宁省盘锦市兴隆台区
211111,辽宁省盘锦市郊区
